X,Y,Total_de_notas
3,0,80
3,3,78
3,4,78
3,7,78
3,2,1
3,6,3
4,0,24
4,1,14
4,2,18
4,3,30
4,4,15
4,5,19
4,6,21
4,7,21
5,5,126
5,7,126
5,0,91
5,2,86
5,3,132
5,4,21
5,6,26
5,1,20
6,0,117
6,5,1
6,3,8
6,4,13
6,6,1
7,0,362
7,1,201
7,2,272
7,3,287
7,4,238
7,5,238
7,6,213
7,7,246
