X,Y,Total_de_notas
2,1,69
2,2,62
2,3,94
2,4,88
2,5,90
2,6,102
2,7,102
2,0,83
3,1,69
3,2,62
3,3,94
3,4,88
3,5,90
3,6,102
3,7,102
3,0,83
4,1,69
4,2,62
4,3,94
4,4,88
4,5,90
4,6,102
4,7,102
4,0,83
5,1,69
5,2,62
5,3,94
5,4,88
5,5,90
5,6,102
5,7,102
5,0,83
